2018,Бибирево,148977.889027951606
2018,Бирюлёво Восточное,132051.282051282051
2018,Бирюлёво Западное,120454.545454545455
2018,Богородское,163595.720968069961
2018,Братеево,144033.192834562698
2018,Бутырский,188095.238095238095
2018,Вешняки,140257.611241217799
2018,Внуково,97389.784946236559
2018,Войковский,186688.311688311688
2018,Восточное Дегунино,144736.842105263158
2018,Восточное Измайлово,160660.17316017316
2018,Восточный,95454.545454545455
2018,Выхино-Жулебино,141509.433962264151
2018,Гагаринский,257069.408740359897
2018,Головинский,162666.666666666667
2018,Гольяново,144434.678362573099
2018,городской округ Троицк,103678.929765886288
2018,городской округ Щербинка,101147.028154327424
2018,Даниловский,205428.673771737744
2018,Дмитровский,146072.92661516854
2018,Донской,217486.653724824072
2018,Дорогомилово,259597.806215722121
2018,Замоскворечье,338562.85558413218
2018,Западное Дегунино,147934.941520467837
2018,Зюзино,184563.758389261745
2018,Зябликово,150000.0
2018,Ивановское,142857.142857142857
2018,Измайлово,168635.127118644068
2018,Капотня,115714.285714285714
2018,Коньково,165144.564915207118
2018,Коптево,169000.0
2018,Косино-Ухтомский,138364.779874213836
2018,Котловка,176393.188854489165
2018,Красносельский,234154.929577464789
2018,Крылатское,211111.111111111111
2018,Крюково,99299.349710982659
2018,Кузьминки,156250.0
2018,Кунцево,187500.0
2018,Куркино,166666.666666666667
2018,Левобережный,156756.756756756757
2018,Лефортово,182428.070175438597
2018,Лианозово,156603.77358490566
2018,Ломоносовский,231781.234361968307
2018,Лосиноостровский,149328.86301369863
2018,Люблино,145417.89046653144
2018,Марфино,184090.909090909091
2018,Марьина Роща,209224.942431220458
2018,Марьино,148648.648648648649
2018,Матушкино,114285.714285714286
2018,Метрогородок,147500.0
2018,Мещанский,244531.419873885627
2018,Митино,140397.350993377483
2018,Можайский,173039.457796646759
2018,Молжаниновский,98556.940371456501
2018,Москворечье-Сабурово,155172.413793103448
2018,Нагатино-Садовники,173104.434907010014
2018,Нагатинский Затон,179487.179487179487
2018,Нагорный,178947.368421052632
2018,Некрасовка,109375.0
2018,Нижегородский,161292.0
2018,Новогиреево,161111.111111111111
2018,Новокосино,141665.762344004341
2018,Ново-Переделкино,138888.888888888889
2018,Обручевский,223076.923076923077
2018,Орехово-Борисово Северное,149606.299212598425
2018,Орехово-Борисово Южное,145800.0
2018,Останкинский,169958.230958230958
2018,Отрадное,158966.948273306655
2018,Очаково-Матвеевское,179647.435897435898
2018,Перово,156574.122577265585
2018,Печатники,146542.528735632184
2018,Покровское-Стрешнево,167286.135693215339
2018,поселение Внуковское,127610.208816705336
2018,поселение Вороновское,79687.5
2018,поселение Воскресенское,104746.317512274959
2018,поселение Десёновское,91632.434139097666
2018,поселение Киевский,96001.742581925553
2018,поселение Клёновское,81864.722308408315
2018,поселение Кокошкино,89655.172413793103
2018,поселение Краснопахорское,86622.80701754386
2018,поселение Марушкинское,83670.679245283019
2018,поселение Михайлово-Ярцевское,82816.086048025212
2018,поселение Московский,119623.655913978495
2018,"поселение ""Мосрентген""",100000.0
2018,поселение Новофёдоровское,71090.941768511862
2018,поселение Первомайское,88666.666666666667
2018,поселение Роговское,61111.111111111111
2018,поселение Рязановское,99444.444444444444
2018,поселение Сосенское,107406.0
2018,поселение Филимонковское,74028.058252427184
2018,поселение Щаповское,88001.37741046832
2018,Преображенское,176666.666666666667
2018,Пресненский,269230.769230769231
2018,Проспект Вернадского,236977.401129943503
2018,Раменки,238095.238095238095
2018,Ростокино,180454.518170019468
2018,Рязанский,152931.424148606811
2018,Савёлки,123076.923076923077
2018,Савёловский,196080.841121495327
2018,Свиблово,196524.991652754591
2018,Северное Бутово,145019.083969465649
2018,Северное Измайлово,153153.658693003271
2018,Северное Медведково,157142.857142857143
2018,Северное Тушино,157505.079954059546
2018,Северный,124900.0
2018,Силино,115094.339622641509
2018,Сокол,211669.908307863296
2018,Соколиная Гора,177535.321821036107
2018,Сокольники,214705.882352941176
2018,Солнцево,132828.571428571429
2018,Старое Крюково,115125.32981530343
2018,Строгино,179278.074866310161
2018,Таганский,221993.055555555556
2018,Тверской,250000.0
2018,Текстильщики,149147.699004975125
2018,Тёплый Стан,162857.142857142857
2018,Тимирязевский,234165.834165834166
2018,Тропарёво-Никулино,210643.015521064302
2018,Филёвский Парк,216320.512820512821
2018,Фили-Давыдково,200000.0
2018,Хамовники,380882.352941176471
2018,Ховрино,155932.203389830508
2018,Хорошёво-Мнёвники,203246.171574903969
2018,Хорошёвский,223390.439347886157
2018,Царицыно,152777.777777777778
2018,Черёмушки,200661.627710027101
2018,Чертаново Северное,168750.0
2018,Чертаново Центральное,154285.714285714286
2018,Чертаново Южное,148900.96618357488
2018,Щукино,216458.078039342148
2018,Южное Бутово,126436.781609195402
2018,Южное Медведково,150700.0
2018,Южное Тушино,161308.268297827463
2018,Южнопортовый,191876.010101010101
2018,Якиманка,296005.291005291005
2018,Ярославский,141025.641025641026
2018,Ясенево,153535.994920231765
